Review Text,Sentiment,Feedback,Review Date,Hospital Name,Department,Reviewer Location,Reviewer Age Group,Rating
The doctors were attentive/thorough/understanding and explained everything clearly/in detail.,Positive,1,2020-03-15,Greenwood Medical Center,Emergency,Phoenix,41-60,3
I had to wait for hours/a long time before being attended to.,Negative,0,2022-10-04,Central Health Care,Orthopedics,New York,41-60,2
"I felt at ease with the welcoming/comfortable environment at the hospital, which made a challenging time much easier.",Positive,1,2019-09-28,City Hospital,Orthopedics,New York,26-40,4
"The medical equipment seemed outdated/poorly maintained, which left me questioning the quality of care I was receiving.",Negative,0,2022-12-17,City Hospital,Orthopedics,Houston,26-40,3
"The doctors were highly experienced/skilled, and they answered all my questions with patience and professionalism.",Positive,1,2022-04-25,City Hospital,Neurology,New York,26-40,4
"The hospital charged unexpected fees/hidden costs, adding stress to my visit.",Negative,0,2022-08-26,Central Health Care,Cardiology,Phoenix,18-25,1
"The hospital’s hygiene was unacceptable. The restrooms were filthy, and I saw several areas of the hospital that were not clean.",Negative,0,2020-04-13,City Hospital,Orthopedics,New York,26-40,5
"The hospital staff was helpful/kind/professional, and they made sure I was comfortable during my entire stay.",Positive,1,2023-11-22,St. Mary's Clinic,Pediatrics,Houston,18-25,2
I felt very supported by the caring/compassionate doctors who took time to explain my treatment plan thoroughly.,Positive,1,2021-09-02,City Hospital,Pediatrics,Houston,41-60,3
"The hospital was state-of-the-art/modern/clean, which made my stay feel safe and comfortable.",Positive,1,2023-05-17,Greenwood Medical Center,Cardiology,Houston,41-60,2
"I felt at ease with the welcoming/comfortable environment at the hospital, which made a challenging time much easier.",Positive,1,2019-02-09,Greenwood Medical Center,Emergency,New York,41-60,2
"The hospital charged unexpected fees/hidden costs, adding stress to my visit.",Negative,0,2022-02-25,St. Mary's Clinic,Neurology,Chicago,18-25,1
"The doctor did not take time to explain my condition, and I left feeling confused and uninformed about my treatment.",Negative,0,2021-04-14,St. Mary's Clinic,Orthopedics,Houston,61+,1
"The rooms were dirty/noisy/poorly maintained, making it hard to recover.",Negative,0,2020-07-11,Greenwood Medical Center,Orthopedics,Chicago,18-25,4
"The hospital lacked organization, and communication between departments was poor. This led to delays and unnecessary stress.",Negative,0,2019-02-16,City Hospital,Neurology,Chicago,18-25,2
The hygiene in the hospital was poor/lacking/below standard.,Negative,0,2018-10-30,St. Mary's Clinic,Pediatrics,Houston,41-60,3
"The billing process was confusing/stressful/unorganized, and it took too long.",Negative,0,2022-09-09,Central Health Care,Orthopedics,Phoenix,41-60,4
"The hospital lacked organization, and communication between departments was poor. This led to delays and unnecessary stress.",Negative,0,2021-09-01,St. Mary's Clinic,Neurology,Los Angeles,61+,3
"My experience was disappointing. I had to wait several hours/over a day before seeing a doctor, and the wait was unbearable.",Negative,0,2022-11-08,Greenwood Medical Center,Neurology,Los Angeles,61+,3
The hospital has clean and modern facilities/excellent services.,Positive,1,2018-10-01,St. Mary's Clinic,Emergency,New York,41-60,5
The hospital has clean and modern facilities/excellent services.,Positive,1,2023-05-08,St. Mary's Clinic,Cardiology,Houston,61+,5
"The billing process was confusing/stressful/unorganized, and it took too long.",Negative,0,2023-03-13,City Hospital,Cardiology,Los Angeles,18-25,4
"My experience was disappointing. I had to wait several hours/over a day before seeing a doctor, and the wait was unbearable.",Negative,0,2021-08-04,Central Health Care,Emergency,Phoenix,26-40,1
"My experience was disappointing. I had to wait several hours/over a day before seeing a doctor, and the wait was unbearable.",Negative,0,2018-02-01,Greenwood Medical Center,Emergency,Phoenix,61+,3
"The nurses were incredibly attentive/supportive, ensuring I had everything I needed for a smooth recovery.",Positive,1,2023-07-14,St. Mary's Clinic,Cardiology,New York,26-40,2
My experience here was wonderful/positive/stress-free. The staff went out of their way to make everything seamless.,Positive,1,2019-11-18,St. Mary's Clinic,Neurology,New York,26-40,3
I am grateful for the exceptional follow-up care I received. The team was dedicated/attentive to ensuring I was doing well after my treatment.,Positive,1,2018-08-08,Greenwood Medical Center,Orthopedics,Phoenix,18-25,3
"The billing process was confusing/stressful/unorganized, and it took too long.",Negative,0,2023-11-15,Greenwood Medical Center,Orthopedics,Phoenix,26-40,3
I had to wait for hours/a long time before being attended to.,Negative,0,2021-07-22,Central Health Care,Neurology,New York,41-60,3
"The hospital lacked organization, and communication between departments was poor. This led to delays and unnecessary stress.",Negative,0,2021-05-25,City Hospital,Cardiology,New York,26-40,3
"I felt at ease with the welcoming/comfortable environment at the hospital, which made a challenging time much easier.",Positive,1,2021-11-01,Greenwood Medical Center,Orthopedics,Los Angeles,41-60,5
Communication from the hospital staff was excellent. They were responsive/informative and kept me in the loop at all times.,Positive,1,2020-02-10,Central Health Care,Neurology,New York,26-40,3
"The doctor did not take time to explain my condition, and I left feeling confused and uninformed about my treatment.",Negative,0,2023-06-29,St. Mary's Clinic,Neurology,Los Angeles,18-25,3
The staff was extremely helpful/very professional/polite and kind.,Positive,1,2022-02-26,Central Health Care,Cardiology,Phoenix,26-40,5
"I had to wait several hours/a long time for a nurse to attend to my needs, which made me feel neglected.",Negative,0,2019-04-21,Central Health Care,Cardiology,Houston,18-25,2
"The process was smooth/quick/efficient, and the staff made it hassle-free.",Positive,1,2018-09-26,Central Health Care,Orthopedics,Chicago,18-25,4
The staff was extremely helpful/very professional/polite and kind.,Positive,1,2023-02-05,Central Health Care,Emergency,Phoenix,26-40,5
I felt very supported by the caring/compassionate doctors who took time to explain my treatment plan thoroughly.,Positive,1,2019-08-06,St. Mary's Clinic,Neurology,New York,26-40,3
The staff seemed disinterested/unavailable/inattentive during my visit.,Negative,0,2021-03-15,Greenwood Medical Center,Orthopedics,Los Angeles,18-25,2
The staff was extremely helpful/very professional/polite and kind.,Positive,1,2021-11-15,St. Mary's Clinic,Pediatrics,New York,26-40,1
The staff seemed disinterested/unavailable/inattentive during my visit.,Negative,0,2020-03-11,City Hospital,Orthopedics,Los Angeles,18-25,4
I was impressed by the compassion/care/dedication of the staff.,Positive,1,2021-01-16,City Hospital,Pediatrics,Chicago,26-40,3
The hospital has clean and modern facilities/excellent services.,Positive,1,2020-11-07,Central Health Care,Cardiology,New York,41-60,4
"The hospital staff was helpful/kind/professional, and they made sure I was comfortable during my entire stay.",Positive,1,2019-07-26,Central Health Care,Pediatrics,New York,61+,3
The billing department caused major issues with incorrect/confusing invoices that were difficult to resolve.,Negative,0,2019-04-27,Greenwood Medical Center,Neurology,Chicago,18-25,5
"I had to wait several hours/a long time for a nurse to attend to my needs, which made me feel neglected.",Negative,0,2022-02-14,Central Health Care,Orthopedics,Los Angeles,18-25,4
"The hospital charged unexpected fees/hidden costs, adding stress to my visit.",Negative,0,2018-05-29,Central Health Care,Orthopedics,New York,26-40,3
"The room was small/uncomfortable/poorly maintained, making it difficult to recover. The staff didn't seem to care about the conditions.",Negative,0,2018-10-12,City Hospital,Neurology,Chicago,26-40,3
"The nurses were incredibly attentive/supportive, ensuring I had everything I needed for a smooth recovery.",Positive,1,2020-12-08,St. Mary's Clinic,Pediatrics,Chicago,41-60,5
I had to wait for hours/a long time before being attended to.,Negative,0,2020-10-06,Greenwood Medical Center,Orthopedics,Los Angeles,18-25,4
The nurses were kind/supportive/professional throughout my stay.,Positive,1,2022-12-16,Greenwood Medical Center,Pediatrics,Phoenix,18-25,1
"The doctor did not take time to explain my condition, and I left feeling confused and uninformed about my treatment.",Negative,0,2020-07-31,St. Mary's Clinic,Neurology,Chicago,26-40,3
"I felt at ease with the welcoming/comfortable environment at the hospital, which made a challenging time much easier.",Positive,1,2021-10-30,Central Health Care,Cardiology,Chicago,18-25,2
"The hospital’s hygiene was unacceptable. The restrooms were filthy, and I saw several areas of the hospital that were not clean.",Negative,0,2019-06-25,Greenwood Medical Center,Neurology,Los Angeles,41-60,5
"The hospital was state-of-the-art/modern/clean, which made my stay feel safe and comfortable.",Positive,1,2020-11-15,St. Mary's Clinic,Orthopedics,Chicago,61+,3
"The billing process was confusing/stressful/unorganized, and it took too long.",Negative,0,2021-03-12,Central Health Care,Orthopedics,New York,61+,3
The staff seemed disinterested/unavailable/inattentive during my visit.,Negative,0,2023-10-05,City Hospital,Neurology,Phoenix,41-60,1
"My experience was disappointing. I had to wait several hours/over a day before seeing a doctor, and the wait was unbearable.",Negative,0,2023-08-04,St. Mary's Clinic,Cardiology,Chicago,26-40,5
The speed and efficiency of the hospital staff were impressive. My admission and discharge were smooth and quick.,Positive,1,2020-07-27,Central Health Care,Emergency,Chicago,41-60,5
"The hospital lacked organization, and communication between departments was poor. This led to delays and unnecessary stress.",Negative,0,2020-02-16,St. Mary's Clinic,Pediatrics,Chicago,26-40,1
"I felt at ease with the welcoming/comfortable environment at the hospital, which made a challenging time much easier.",Positive,1,2020-09-03,St. Mary's Clinic,Orthopedics,New York,41-60,4
The hospital has clean and modern facilities/excellent services.,Positive,1,2020-10-01,City Hospital,Cardiology,Houston,41-60,2
"The treatment felt rushed/inadequate/neglected, and I didn’t feel cared for.",Negative,0,2018-03-03,City Hospital,Emergency,Houston,61+,2
The treatment was effective/comprehensive/excellent.,Positive,1,2020-05-21,Greenwood Medical Center,Orthopedics,Houston,26-40,4
My experience here was wonderful/positive/stress-free. The staff went out of their way to make everything seamless.,Positive,1,2018-12-07,St. Mary's Clinic,Pediatrics,Houston,61+,2
I am grateful for the exceptional follow-up care I received. The team was dedicated/attentive to ensuring I was doing well after my treatment.,Positive,1,2022-03-16,Central Health Care,Pediatrics,New York,41-60,1
The nurses were kind/supportive/professional throughout my stay.,Positive,1,2021-06-17,Greenwood Medical Center,Neurology,Los Angeles,61+,1
"The hospital charged unexpected fees/hidden costs, adding stress to my visit.",Negative,0,2018-10-25,Greenwood Medical Center,Cardiology,Houston,41-60,5
"The process was smooth/quick/efficient, and the staff made it hassle-free.",Positive,1,2021-08-10,City Hospital,Cardiology,Houston,61+,2
I am grateful for the exceptional follow-up care I received. The team was dedicated/attentive to ensuring I was doing well after my treatment.,Positive,1,2019-03-08,City Hospital,Emergency,New York,18-25,3
The hospital has clean and modern facilities/excellent services.,Positive,1,2019-02-19,Central Health Care,Cardiology,Houston,61+,3
I was impressed by the compassion/care/dedication of the staff.,Positive,1,2021-04-05,St. Mary's Clinic,Emergency,Chicago,61+,5
"My experience was disappointing. I had to wait several hours/over a day before seeing a doctor, and the wait was unbearable.",Negative,0,2018-07-07,Greenwood Medical Center,Pediatrics,Chicago,41-60,4
"The hospital staff was helpful/kind/professional, and they made sure I was comfortable during my entire stay.",Positive,1,2021-06-05,Greenwood Medical Center,Neurology,Los Angeles,41-60,5
"The nurses were incredibly attentive/supportive, ensuring I had everything I needed for a smooth recovery.",Positive,1,2023-08-15,St. Mary's Clinic,Cardiology,Houston,26-40,2
